school_name,url_address,address_short,postal_code,address,Latitude,Longitude
PUNGGOL COVE PRIMARY SCHOOL,https://punggolcovepri.moe.edu.sg/,52  Sumang Walk,828674,52  Sumang Walk Singapore 828674,1.4111091,103.8979619
PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98  Punggol Walk,828772,98  Punggol Walk Singapore 828772,1.4019576,103.8986304
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61  HOUGANG AVENUE 8,538787,61  HOUGANG AVENUE 8 Singapore 538787,1.3784568,103.8947339
PUNGGOL SECONDARY SCHOOL,http://www.punggolsec.moe.edu.sg,51  EDGEFIELD PLAINS,828870,51  EDGEFIELD PLAINS Singapore 828870,1.4017275,103.9093919
PUNGGOL VIEW PRIMARY SCHOOL,http://www.punggolviewpri.moe.edu.sg,9 Punggol Place,828845,9 Punggol Place Singapore 828845,1.4052688,103.9051886
QIFA PRIMARY SCHOOL,http://www.qifapri.moe.edu.sg,50  WEST COAST AVENUE,128104,50  WEST COAST AVENUE Singapore 128104,1.3126176,103.7568857
QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5 WOODLANDS STREET 81,738525,5 WOODLANDS STREET 81 Singapore 738525,1.4419523,103.7881202
QUEENSTOWN PRIMARY SCHOOL,http://www.queenstownpri.moe.edu.sg,310 MARGARET DR,149303,310 MARGARET DR Singapore 149303,1.2958718,103.8076794
QUEENSTOWN SECONDARY SCHOOL,http://www.queenstownsec.moe.edu.sg,1 STRATHMORE ROAD,148800,1 STRATHMORE ROAD Singapore 148800,1.2938664,103.8132036
QUEENSWAY SECONDARY SCHOOL,http://www.queenswaysec.moe.edu.sg,2A  MARGARET DRIVE,149295,2A  MARGARET DRIVE Singapore 149295,1.3005119,103.8019743
RADIN MAS PRIMARY SCHOOL,http://www.radinmasps.moe.edu.sg,1 BUKIT PURMEI AVENUE,99840,1 BUKIT PURMEI AVENUE Singapore 99840,1.274493,103.8242639
RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21  Hillcrest Road,289072,21  Hillcrest Road Singapore 289072,1.330198,103.806321
RAFFLES GIRLS' SCHOOL (SECONDARY),http://www.rgs.edu.sg,2 BRADDELL RISE,318871,2 BRADDELL RISE Singapore 318871,1.3431522,103.8437425
RAFFLES INSTITUTION,http://www.ri.edu.sg,1 RAFFLES INSTITUTION LANE,575954,1 RAFFLES INSTITUTION LANE Singapore 575954,1.3460084,103.8460868
RED SWASTIKA SCHOOL,http://www.redswastika.moe.edu.sg,350 BEDOK NORTH AVENUE 3,469719,350 BEDOK NORTH AVENUE 3 Singapore 469719,1.3332677,103.9346109
REGENT SECONDARY SCHOOL,http://regentsec.moe.edu.sg,50  CHOA CHU KANG NORTH 5,689621,50  CHOA CHU KANG NORTH 5 Singapore 689621,1.393079,103.750966
RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6 BOON LAY AVENUE,649961,6 BOON LAY AVENUE Singapore 649961,1.3438742,103.7095559
RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2 RIVER VALLEY GREEN,237993,2 RIVER VALLEY GREEN Singapore 237993,1.2938838,103.8363894
RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110 Woodlands Crescent,737803,110 Woodlands Crescent Singapore 737803,1.4470785,103.8017786
RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3 WOODLANDS STREET 81,738524,3 WOODLANDS STREET 81 Singapore 738524,1.4404449,103.7885277
RIVERVALE PRIMARY SCHOOL,http://www.rivervalepri.moe.edu.sg/,80  RIVERVALE DRIVE,545092,80  RIVERVALE DRIVE Singapore 545092,1.3932649,103.9043735
ROSYTH SCHOOL,https://www.rosyth.moe.edu.sg,21  Serangoon North Avenue 4,555855,21  Serangoon North Avenue 4 Singapore 555855,1.3727425,103.8750292
RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6 JURONG WEST STREET 52,649295,6 JURONG WEST STREET 52 Singapore 649295,1.3470354,103.7189643
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",http://www.sst.edu.sg,1 Technology Drive,138572,1 Technology Drive Singapore 138572,1.3131445,103.7738601
"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1 Zubir Said Drive,227968,1 Zubir Said Drive Singapore 227968,1.2993734,103.8487619
SEMBAWANG PRIMARY SCHOOL,http://www.sembawangpri.moe.edu.sg,10  SEMBAWANG DRIVE,757715,10  SEMBAWANG DRIVE Singapore 757715,1.4454915,103.8211733
SEMBAWANG SECONDARY SCHOOL,http://www.sembawangsec.moe.edu.sg,30  SEMBAWANG CRESCENT,757704,30  SEMBAWANG CRESCENT Singapore 757704,1.4459577,103.8170072
SENG KANG PRIMARY SCHOOL,http://www.sengkangpri.moe.edu.sg/,21  COMPASSVALE WALK,545166,21  COMPASSVALE WALK Singapore 545166,1.388932,103.8993414
SENG KANG SECONDARY SCHOOL,http://www.sengkangsec.moe.edu.sg,10  COMPASSVALE LANE,545090,10  COMPASSVALE LANE Singapore 545090,1.3865506,103.8985583
SENGKANG GREEN PRIMARY SCHOOL,http://www.sengkanggreenpri.moe.edu.sg/,15  Fernvale Road,797636,15  Fernvale Road Singapore 797636,1.3925337,103.8751169
SERANGOON GARDEN SECONDARY SCHOOL,http://www.sgs.edu.sg,21  SERANGOON NORTH AVENUE 1,555889,21  SERANGOON NORTH AVENUE 1 Singapore 555889,1.3695073,103.8694184
SERANGOON SECONDARY SCHOOL,http://www.serangoonsec.moe.edu.sg,11  UPPER SERANGOON VIEW,534237,11  UPPER SERANGOON VIEW Singapore 534237,1.374969,103.9022552
SHUQUN PRIMARY SCHOOL,http://www.shuqunpri.moe.edu.sg,8 JURONG WEST STREET 51,649332,8 JURONG WEST STREET 51 Singapore 649332,1.3476069,103.7214982
SI LING PRIMARY SCHOOL,http://www.silingpri.moe.edu.sg,61  WOODLANDS AVENUE 1,739067,61  WOODLANDS AVENUE 1 Singapore 739067,1.4328639,103.7859471
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190 DUNEARN ROAD,309437,190 DUNEARN ROAD Singapore 309437,1.3212164,103.8283283
SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190 DUNEARN ROAD,309437,190 DUNEARN ROAD Singapore 309437,1.3212164,103.8283283
SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1 Champions Way,737913,1 Champions Way Singapore 737913,1.426703,103.789056
SOUTH VIEW PRIMARY SCHOOL,http://www.southviewpri.moe.edu.sg,6 Choa Chu Kang Central,689762,6 Choa Chu Kang Central Singapore 689762,1.3809924,103.7470018
SPECTRA SECONDARY SCHOOL,https://www.spectra.edu.sg,1 WOODLANDS DRIVE 64,737758,1 WOODLANDS DRIVE 64 Singapore 737758,1.4363831,103.8044646
SPRINGDALE PRIMARY SCHOOL,http://springdalepri.moe.edu.sg/,71  Anchorvale Link,544799,71  Anchorvale Link Singapore 544799,1.3949665,103.8897326
SPRINGFIELD SECONDARY SCHOOL,http://www.springfieldsec.moe.edu.sg,30  TAMPINES AVENUE 8,529593,30  TAMPINES AVENUE 8 Singapore 529593,1.3498342,103.9300788
ST. ANDREW'S JUNIOR COLLEGE,http://www.standrewsjc.moe.edu.sg/,5 Sorby Adams Drive,357691,5 Sorby Adams Drive Singapore 357691,1.3334063,103.8628633
ST. ANDREW'S JUNIOR SCHOOL,http://www.saintandrewsjunior.moe.edu.sg,2 FRANCIS THOMAS DRIVE,359337,2 FRANCIS THOMAS DRIVE Singapore 359337,1.3312553,103.8649236
ST. ANDREW'S SECONDARY SCHOOL,http://www.standrewssec.moe.edu.sg,15  FRANCIS THOMAS DRIVE,359342,15  FRANCIS THOMAS DRIVE Singapore 359342,1.331532,103.8658417
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,http://www.stanthonyscanossianpri.moe.edu.sg,1602 BEDOK NORTH AVE 4,469701,1602 BEDOK NORTH AVE 4 Singapore 469701,1.3349612,103.9435588
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,http://www.stanthonyscanossiansec.moe.edu.sg,1600 BEDOK NORTH AVENUE 4,469700,1600 BEDOK NORTH AVENUE 4 Singapore 469700,1.3349612,103.9435588
ST. ANTHONY'S PRIMARY SCHOOL,http://www.stanthonyspri.moe.edu.sg,30  Bukit Batok St 32,659401,30  Bukit Batok St 32 Singapore 659401,1.3642757,103.7490186
ST. GABRIEL'S PRIMARY SCHOOL,http://www.stgabrielspri.moe.edu.sg,220 Lorong Chuan,556742,220 Lorong Chuan Singapore 556742,1.3493505,103.8622971
ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24  SERANGOON AVENUE 1,556140,24  SERANGOON AVENUE 1 Singapore 556140,1.3470208,103.8757737
ST. HILDA'S PRIMARY SCHOOL,http://www.shps.moe.edu.sg,2 Tampines Ave 3,529706,2 Tampines Ave 3 Singapore 529706,1.3492104,103.936605
ST. HILDA'S SECONDARY SCHOOL,http://www.sthildassec.moe.edu.sg,2 TAMPINES STREET 82,528986,2 TAMPINES STREET 82 Singapore 528986,1.3504543,103.9366957
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38  MALCOLM ROAD,308274,38  MALCOLM ROAD Singapore 308274,1.3235155,103.827908
ST. JOSEPH'S INSTITUTION JUNIOR,http://www.sjijunior.edu.sg,3 ESSEX ROAD,309331,3 ESSEX ROAD Singapore 309331,1.3173332,103.8451535
ST. MARGARET'S PRIMARY SCHOOL,na,2 Mattar Road,387724,2 Mattar Road Singapore 387724,1.324352,103.8816858
ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111 FARRER ROAD,259240,111 FARRER ROAD Singapore 259240,1.3200175,103.8095717
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490 EAST COAST ROAD,429058,490 EAST COAST ROAD Singapore 429058,1.3088628,103.9169367
ST. STEPHEN'S SCHOOL,http://www.ststephens.moe.edu.sg,20  SIGLAP VIEW,455789,20  SIGLAP VIEW Singapore 455789,1.3188814,103.9175727
STAMFORD PRIMARY SCHOOL,http://www.stamfordpri.moe.edu.sg,1 VICTORIA LANE,198423,1 VICTORIA LANE Singapore 198423,1.304116,103.8572692
SWISS COTTAGE SECONDARY SCHOOL,http://www.swisscottagesec.moe.edu.sg,3 BUKIT BATOK STREET 34,659322,3 BUKIT BATOK STREET 34 Singapore 659322,1.3647249,103.7504587
TAMPINES MERIDIAN JUNIOR COLLEGE,http://www.tmjc.moe.edu.sg,21  Pasir Ris Street 71,518799,21  Pasir Ris Street 71 Singapore 518799,1.3766654,103.9372395
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30  TAMPINES AVENUE 9,529565,30  TAMPINES AVENUE 9 Singapore 529565,1.3607786,103.9488425
TAMPINES PRIMARY SCHOOL,http://www.tampinespri.moe.edu.sg,250 TAMPINES STREET 12,529426,250 TAMPINES STREET 12 Singapore 529426,1.349774,103.94402
TAMPINES SECONDARY SCHOOL,https://www.tampinessec.moe.edu.sg,252 TAMPINES ST 12,529427,252 TAMPINES ST 12 Singapore 529427,1.3498263,103.9439474
TANGLIN SECONDARY SCHOOL,http://www.tanglinsec.moe.edu.sg,301 WEST COAST ROAD,127391,301 WEST COAST ROAD Singapore 127391,1.3096831,103.7581531
TANJONG KATONG GIRLS' SCHOOL,http://www.tkgs.moe.edu.sg,20  Dunman Lane,439272,20  Dunman Lane Singapore 439272,1.3086344,103.8958892
TANJONG KATONG PRIMARY SCHOOL,http://www.tanjongkatongpri.moe.edu.sg/,10  Seraya Road,437259,10  Seraya Road Singapore 437259,1.305373,103.900352
TANJONG KATONG SECONDARY SCHOOL,http://www.tanjongkatongsec.moe.edu.sg,130 HAIG ROAD,438796,130 HAIG ROAD Singapore 438796,1.3087546,103.8972712
TAO NAN SCHOOL,http://www.taonan.moe.edu.sg,49  MARINE CRESCENT,449761,49  MARINE CRESCENT Singapore 449761,1.3049455,103.9113177
TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1 ANG MO KIO STREET 32,569299,1 ANG MO KIO STREET 32 Singapore 569299,1.3652354,103.8510638
TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11  TECK WHYE WALK,688261,11  TECK WHYE WALK Singapore 688261,1.3831228,103.7536043
TECK WHYE SECONDARY SCHOOL,http://www.teckwhyesec.moe.edu.sg,31  TECK WHYE CRESCENT,688848,31  TECK WHYE CRESCENT Singapore 688848,1.3824643,103.7549282
TELOK KURAU PRIMARY SCHOOL,http://www.telokkuraupri.moe.edu.sg,50  BEDOK RESERVOIR RD,479239,50  BEDOK RESERVOIR RD Singapore 479239,1.3309135,103.9114083
TEMASEK JUNIOR COLLEGE,http://www.temasekjc.moe.edu.sg,22  BEDOK SOUTH ROAD,469278,22  BEDOK SOUTH ROAD Singapore 469278,1.3187741,103.9360612
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501 BEDOK SOUTH AVE 3,469300,501 BEDOK SOUTH AVE 3 Singapore 469300,1.3176398,103.9457357
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600 UPPER EAST COAST ROAD,465561,600 UPPER EAST COAST ROAD Singapore 465561,1.3158567,103.9472031
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3 ANG MO KIO AVE 10,569730,3 ANG MO KIO AVE 10 Singapore 569730,1.3600534,103.8537829
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21  CHOA CHU KANG CRESCENT,688268,21  CHOA CHU KANG CRESCENT Singapore 688268,1.403245,103.74729
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20  CHOA CHU KANG STREET 62,689143,20  CHOA CHU KANG STREET 62 Singapore 689143,1.3996484,103.7461138
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49  Punggol Central,828728,49  Punggol Central Singapore 828728,1.4071989,103.8986758
VICTORIA JUNIOR COLLEGE,http://www.victoriajc.moe.edu.sg/,20  MARINE VISTA,449035,20  MARINE VISTA Singapore 449035,1.306142,103.919825
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2 SIGLAP LINK,448880,2 SIGLAP LINK Singapore 448880,1.3085542,103.9275015
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70  Punggol Drive,828802,70  Punggol Drive Singapore 828802,1.3992346,103.9186134
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10  WELLINGTON CIRCLE,757702,10  WELLINGTON CIRCLE Singapore 757702,1.4519448,103.8222601
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1 JURONG WEST ST 72,649223,1 JURONG WEST ST 72 Singapore 649223,1.3445428,103.6987956
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60  Bukit Panjang Ring Road,679946,60  Bukit Panjang Ring Road Singapore 679946,1.3898289,103.7664137
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61  SENJA ROAD,677737,61  SENJA ROAD Singapore 677737,1.3876582,103.7599975
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31  SENJA ROAD,677742,31  SENJA ROAD Singapore 677742,1.383358,103.7603257
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1 Jurong West Street 73,649188,1 Jurong West Street 73 Singapore 649188,1.3475751,103.7003201
WESTWOOD SECONDARY SCHOOL,http://www.westwoodsec.moe.edu.sg,11  JURONG WEST STREET 25,648350,11  JURONG WEST STREET 25 Singapore 648350,1.3538309,103.7019036
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2 PASIR RIS ST 11,519075,2 PASIR RIS ST 11 Singapore 519075,1.3649395,103.9612928
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30  BISHAN STREET 24,579747,30  BISHAN STREET 24 Singapore 579747,1.3554302,103.8431376
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2 WOODLANDS DRIVE 14,738079,2 WOODLANDS DRIVE 14 Singapore 738079,1.4331667,103.7904291
WOODGROVE SECONDARY SCHOOL,https://woodgrovesec.moe.edu.sg/,3 WOODLANDS AVENUE 6,738990,3 WOODLANDS AVENUE 6 Singapore 738990,1.4286898,103.7964506
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10  WOODLANDS DRIVE 50,738853,10  WOODLANDS DRIVE 50 Singapore 738853,1.4369385,103.7917421
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11  WOODLANDS RING ROAD,738240,11  WOODLANDS RING ROAD Singapore 738240,1.4345519,103.7978994
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,10  WOODLANDS RING ROAD,738239,10  WOODLANDS RING ROAD Singapore 738239,1.4364793,103.8007519
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11  MARSILING ROAD,739111,11  MARSILING ROAD Singapore 739111,1.439688,103.774358
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45  HOUGANG AVENUE 1,538882,45  HOUGANG AVENUE 1 Singapore 538882,1.3578651,103.8901578
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5 JURONG WEST STREET 91,649036,5 JURONG WEST STREET 91 Singapore 649036,1.342811,103.6878336
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9 HOUGANG AVENUE 8,538784,9 HOUGANG AVENUE 8 Singapore 538784,1.371146,103.8829316
XINMIN SECONDARY SCHOOL,http://www.xinminsec.moe.edu.sg,11  HOUGANG AVENUE 8,538789,11  HOUGANG AVENUE 8 Singapore 538789,1.3721943,103.8829117
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8 YISHUN STREET 21,768611,8 YISHUN STREET 21 Singapore 768611,1.4334989,103.8378387
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15  SERANGOON AVENUE 3,556108,15  SERANGOON AVENUE 3 Singapore 556108,1.3488686,103.8683258
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10  CHOA CHU KANG ST 64,689100,10  CHOA CHU KANG ST 64 Singapore 689100,1.3966935,103.7511941
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1 HOUGANG STREET 51,538720,1 HOUGANG STREET 51 Singapore 538720,1.3779983,103.8855819
YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5,569868,3063 ANG MO KIO AVENUE 5 Singapore 569868,1.3758877,103.8556196
YISHUN INNOVA JUNIOR COLLEGE,https://yijc.moe.edu.sg/,3 YISHUN RING ROAD,768675,3 YISHUN RING ROAD Singapore 768675,1.4249639,103.8297774
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500 YISHUN RING ROAD,768679,500 YISHUN RING ROAD Singapore 768679,1.4334484,103.834125
YISHUN SECONDARY SCHOOL,http://www.yishunsec.moe.edu.sg,4 YISHUN STREET 71,768516,4 YISHUN STREET 71 Singapore 768516,1.4281966,103.8290528
YISHUN TOWN SECONDARY SCHOOL,http://www.yishuntownsec.moe.edu.sg,6 YISHUN STREET 21,768610,6 YISHUN STREET 21 Singapore 768610,1.4323977,103.8379293
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56  BEDOK NORTH ST 3,469623,56  BEDOK NORTH ST 3 Singapore 469623,1.3338657,103.9324355
YUAN CHING SECONDARY SCHOOL,http://www.yuanchingsec.moe.edu.sg,103 YUAN CHING ROAD,618654,103 YUAN CHING ROAD Singapore 618654,1.3417138,103.7212126
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158 JURONG EAST STREET 24,609558,158 JURONG EAST STREET 24 Singapore 609558,1.3428019,103.7406829
YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35  JURONG WEST STREET 41,649406,35  JURONG WEST STREET 41 Singapore 649406,1.3472936,103.7226017
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3 TAMPINES STREET 21,529393,3 TAMPINES STREET 21 Singapore 529393,1.3514701,103.9507462
YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,11  BUKIT BATOK STREET 25,658712,11  BUKIT BATOK STREET 25 Singapore 658712,1.342423,103.760309
YUYING SECONDARY SCHOOL,http://www.yuyingsec.moe.edu.sg,47  HOUGANG AVENUE 1,538884,47  HOUGANG AVENUE 1 Singapore 538884,1.3567493,103.8899993
ZHANGDE PRIMARY SCHOOL,http://www.zhangdepri.moe.edu.sg/,51  Jalan Membina,169485,51  Jalan Membina Singapore 169485,1.2842897,103.8258828
ZHENGHUA PRIMARY SCHOOL,http://www.zhenghuapri.moe.edu.sg,9 Fajar Road,679002,9 Fajar Road Singapore 679002,1.3795762,103.7693086
ZHENGHUA SECONDARY SCHOOL,http://www.zhenghuasec.moe.edu.sg,91  SENJA ROAD,677741,91  SENJA ROAD Singapore 677741,1.388974,103.7653047
ZHONGHUA PRIMARY SCHOOL,http://www.zhonghuapri.moe.edu.sg,12  SERANGOON AVENUE 4,556095,12  SERANGOON AVENUE 4 Singapore 556095,1.3598531,103.8695741
ZHONGHUA SECONDARY SCHOOL,http://www.zhonghuasec.moe.edu.sg,13  SERANGOON AVENUE 3,556123,13  SERANGOON AVENUE 3 Singapore 556123,1.3494016,103.8692504
